,Parcel ID,Address,Sale Date,Sale Price,Qualified Sales,Reason,Acres,Parcel  Class ,Year  Built ,Square Ft ,Price Per  Square Ft ,lat,long
871,15030I000049,7227 IRONWOOD DR,4/20/23,"$319,000.00 ",Qualified,FM,0.74,Residential,1999,1386,$230.16 ,34.2095144,-83.7954781
872,12063 000052,6378 SHOAL CREEK RD,4/20/23,"$360,000.00 ",Qualified,FM,1,Residential,2000,2154,$167.13 ,34.4857145,-83.7740813
873,08015B000058,2975 SW BENTLEY PARK CIR,4/20/23,"$265,000.00 ",Qualified,6,0.19,Residential,2000,1008,$262.90 ,34.2747701,-83.8731697
874,08113 001157,5655 PARKVIEW LN,4/20/23,"$365,000.00 ",Qualified,FM,0.06,Residential,2020,2020,$180.69 ,34.1780552,-83.9266608
875,10139 000014,2735 WYNELLE DR,4/20/23,"$422,000.00 ",Qualified,FM,0.43,Residential,1972,1704,$247.65 ,34.3593838,-83.8184424
876,15039F000078,6825 WHITE WALNUT WAY,4/20/23,"$335,000.00 ",Qualified,FM,0.13,Residential,2004,1357,$246.87 ,34.125152,-83.8230011
877,15048 001131,3411 HIGH SHOALS,4/19/23,"$449,000.00 ",Qualified,FM,0.15,Residential,2020,2297,$195.47 ,34.1144122,-83.9054549
878,01040 004009,321 NW NORTH AVE,4/19/23,"$461,000.00 ",Qualified,FM,0.5,Residential,1930,2200,$209.55 ,34.3051809,-83.8307123
879,15029B000240,4810 RIVER BOTTOM DR,4/19/23,"$519,000.00 ",Qualified,FM,1.1,Residential,2020,2848,$182.23 ,34.1862957,-83.8048265
880,08151 002071,5332 SUMMER OAK LN,4/19/23,"$656,199.00 ",Qualified,FM,0.25,Residential,2022,3489,$188.08 ,34.154678,-83.9490596
881,08075 002229A,5264 BARBERRY AVE,4/19/23,"$306,750.00 ",Qualified,FM,0.08,Residential,2020,1452,$211.26 ,34.2210927,-83.9056246
882,08025 000115,4218 SW SWAMP CYPRESS TRL,4/19/23,"$350,000.00 ",Qualified,FM,0.15,Residential,2015,2073,$168.84 ,34.2534233,-83.8626474
883,08118 005006,5824 CHURCH ST,4/18/23,"$250,000.00 ",Qualified,FM,0.37,Residential,1955,1056,$236.74 ,34.1819497,-83.9297019
884,1.50E+43,4748 DEER RIDGE CT,4/18/23,"$360,000.00 ",Qualified,FM,0.45,Residential,1991,1368,$263.16 ,34.1773324,-83.8985431
885,15048D000086,6527 RIVER HILL DR,4/18/23,"$284,549.00 ",Qualified,FM,0.76,Residential,1996,1032,$275.73 ,34.125594,-83.8907613
886,08139 003130,6237 STILLWATER PL,4/18/23,"$600,000.00 ",Qualified,FM,0.31,Residential,2007,3361,$178.52 ,34.1661354,-83.9487287
887,15046I000021,4839 REMINGTON DR,4/18/23,"$284,900.00 ",Qualified,FM,0.72,Residential,1997,1161,$245.39 ,34.1716747,-83.8927068
888,15042 000515,7125 BIRCH VIEW CT,4/18/23,"$529,900.00 ",Qualified,FM,0.24,Residential,2022,2268,$233.64 ,34.136898,-83.889635
889,08138 002091,6032 WADE ORR RD,4/18/23,"$771,900.00 ",Qualified,FM,0.38,Residential,2022,3252,$237.36 ,34.1642255,-83.9418632
890,08023C000016,2836 SW WILLOW RIDGE DR,4/18/23,"$340,000.00 ",Qualified,FM,0.3,Residential,1987,1646,$206.56 ,34.2651852,-83.8728308
891,11134 000112,5509 CASTAWAY PL,4/18/23,"$945,550.00 ",Qualified,FM,1,Residential,2021,2656,$356.01 ,34.408905,-83.957647
892,15039R000087,6651 FAWN MEADOW LN,4/18/23,"$588,000.00 ",Qualified,FM,0.18,Residential,2014,2011,$292.39 ,34.132256,-83.8489377
893,1.50E+124,4838 CANBERRA WAY,4/18/23,"$330,000.00 ",Qualified,FM,0.57,Residential,2000,1454,$226.96 ,34.174272,-83.8927068
894,08076 000004C,5189 ALLEN RD,4/18/23,"$75,000.00 ",Qualified,FM,1,Residential,1970,0,$0.00 ,34.2283574,-83.9090967
895,08042B000091,4805 SW TANGERINE CIR,4/18/23,"$275,000.00 ",Qualified,FM,0.03,Residential,2005,1384,$198.70 ,34.2475538,-83.8950691
896,08099A000005,5772 NEWBERRY POINT DR,4/18/23,"$370,000.00 ",Qualified,FM,0.59,Residential,1999,2253,$164.23 ,34.204721,-83.924572
897,08024 005294,4308 SW PLEASANT GARDEN DR,4/18/23,"$455,000.00 ",Qualified,FM,0.24,Residential,2019,2168,$209.87 ,34.2526667,-83.870696
898,01117 004017,785 NW LAKESHORE DR,4/18/23,"$310,000.00 ",Qualified,FM,0.56,Residential,1986,1452,$213.50 ,34.2995861,-83.8494348
899,01075A000031,1235 NE RIVERSIDE DR,4/17/23,"$203,000.00 ",Qualified,FM,0.02,Residential,1969,928,$218.75 ,34.3199273,-83.8271084
900,10049 002026,3545 SEQUOIA RD,4/17/23,"$209,186.00 ",Qualified,FM,1.89,Residential,1994,904,$231.40 ,34.3553167,-83.9253994
901,10143 000071,3619 CREEKSTONE DR,4/17/23,"$432,000.00 ",Qualified,FM,0.87,Residential,1997,2370,$182.28 ,34.3881618,-83.8042255
902,08032 000007RR,3705 HILLDALE RD,4/17/23,"$275,000.00 ",Qualified,FM,0.55,Residential,1966,1444,$190.44 ,34.2585412,-83.8854624
903,10142 000051,3730 JAMES ED RD,4/17/23,"$279,900.00 ",Qualified,FM,1.01,Residential,1996,1176,$238.01 ,34.3890664,-83.8127229
904,10024 000105,6017 CALEDONIA CT,4/17/23,"$587,427.00 ",Qualified,FM,0.29,Residential,2022,3160,$185.89 ,34.3501177,-83.9511446
905,08040 004006,4609 SEQUOIA CIR,4/17/23,"$440,000.00 ",Qualified,FM,0.89,Residential,1962,2623,$167.75 ,34.2628969,-83.898663
906,08024 005508,4654 SW CYPRESS LANDING WAY,4/17/23,"$345,525.00 ",Qualified,FM,0.07,Residential,2022,1912,$180.71 ,34.2482862,-83.8635158
907,15037A000049,4578 BLOOMING WAY,4/14/23,"$495,000.00 ",Qualified,FM,0.75,Residential,2004,3338,$148.29 ,34.1796066,-83.8547367
908,15041F000124,7534 GRAND REUNION DR,4/14/23,"$700,000.00 ",Qualified,FM,0.48,Residential,2004,2911,$240.47 ,34.1119833,-83.8627302
909,08162 005001D,6586 GAINES FERRY RD,4/14/23,"$1,500,000.00 ",Qualified,FM,0.78,Residential,1981,2082,$720.46 ,34.1777717,-83.9762864
910,10026 000002A,5540 SADDLE CLUB RD,4/12/23,"$290,000.00 ",Qualified,FM,1.07,Residential,2022,1155,$251.08 ,34.3651769,-83.9491837
911,08077 005041,5318 FOREST SOUTH PL,4/14/23,"$395,000.00 ",Qualified,FM,0.4,Residential,1998,1890,$208.99 ,34.2320955,-83.9142487
912,11155 000097,7530 CHESTATEE LN,4/14/23,"$340,000.00 ",Qualified,FM,0.64,Residential,2005,1579,$215.33 ,34.41377,-83.973179
913,15047Q000024,6507 CROSSCREEK LN,4/14/23,"$390,000.00 ",Qualified,FM,0.11,Residential,2020,2207,$176.71 ,34.1549999,-83.9004056
914,15009A000001,4411 WHIPORWILL RD,4/14/23,"$211,000.00 ",Qualified,FM,1.19,Residential,2004,0,$0.00 ,34.3012017,-83.6890432
915,15039F000137,5908 PARK BEND AVE,4/14/23,"$530,000.00 ",Qualified,FM,0.28,Residential,2006,3176,$166.88 ,34.1282359,-83.8292169
916,07331A000007,6341 OLD WOOD HOLLOW WAY,4/14/23,"$574,900.00 ",Qualified,FM,0.76,Residential,2005,3040,$189.11 ,34.1513211,-83.9944928
917,10024 000188,6019 MORNING STAR LN,4/14/23,"$409,990.00 ",Qualified,FM,0.26,Residential,2022,2274,$180.29 ,34.3487771,-83.9506063
918,08098A000121,4928 VIREO DR,4/14/23,"$275,000.00 ",Qualified,6,0.02,Residential,2002,1740,$158.05 ,34.1899951,-83.9164212
919,10079 001100,5574 CHECKERED SPOT DR,4/14/23,"$415,000.00 ",Qualified,FM,0.59,Residential,2018,2226,$186.43 ,34.3852186,-83.8962448
920,15039 000830,6009 WHITE SYCAMORE PL,4/14/23,"$431,500.00 ",Qualified,FM,0.21,Residential,2022,2612,$165.20 ,34.1291343,-83.8409263
921,10121 000034,3978 SUNDOWN DR,4/14/23,"$1,160,000.00 ",Qualified,FM,0.51,Residential,1978,3470,$334.29 ,34.3610428,-83.8462451
922,12041 000030,5632 CLEVELAND HWY,4/14/23,"$260,000.00 ",Qualified,FM,0.37,Residential,1979,1144,$227.27 ,34.4609537,-83.7910418
923,15047 001225,7239 RED MAPLE CT,4/14/23,"$550,000.00 ",Qualified,FM,0.23,Residential,2019,2601,$211.46 ,34.1453574,-83.8954388
924,15036C000208,3490 ABBEY WAY,4/14/23,"$314,900.00 ",Qualified,FM,0.04,Residential,2018,1740,$180.98 ,34.2218278,-83.8536184
925,10016 000066,6711 GRAND MARINA CIR,4/14/23,"$1,020,000.00 ",Qualified,FM,0.58,Residential,2006,4109,$248.24 ,34.3515993,-83.9633877
926,08042A000476,4611 FULLERTON DR,4/14/23,"$324,990.00 ",Qualified,FM,0.06,Residential,2022,1648,$197.20 ,34.2439279,-83.891198
927,15039 000814,5938 GREEN ASH CT,4/14/23,"$446,480.00 ",Qualified,FM,0.23,Residential,2022,3308,$134.97 ,34.1301406,-83.8403223
928,01097 001007,1022 NE ETTA VESTA CIR,4/14/23,"$210,000.00 ",Qualified,FM,0.32,Residential,1977,981,$214.07 ,34.3350966,-83.84053113
929,15043D000077,5328 MULBERRY BEND CT,4/14/23,"$440,000.00 ",Qualified,FM,0.34,Residential,1999,1785,$246.50 ,34.1508078,-83.8774926
930,08099A000116,5403 ASHMOORE CT,4/14/23,"$395,000.00 ",Qualified,FM,0.23,Residential,2006,2172,$181.86 ,34.2002648,-83.9231692
931,10024 000104,6016 CALEDONIA CT,4/13/23,"$599,990.00 ",Qualified,FM,0.4,Residential,2022,3210,$186.91 ,34.3501177,-83.9511446
932,08031 004146,4840 SW HIDDEN VALLEY CT,4/13/23,"$363,000.00 ",Qualified,FM,0.14,Residential,2014,1704,$213.03 ,34.2504984,-83.8784615
933,1.50E+111,4719 COUNTRYSIDE DR,4/13/23,"$350,000.00 ",Qualified,FM,0.61,Residential,1989,1680,$208.33 ,34.1829622,-83.8336091
934,10024 000107,6009 CALEDONIA CT,4/13/23,"$449,990.00 ",Qualified,FM,0.24,Residential,2022,2830,$159.01 ,34.3501177,-83.9511446
935,10101 000075,4326 HOMESTEAD DR,4/13/23,"$691,775.00 ",Qualified,FM,2,Residential,2005,3648,$189.63 ,34.3943516,-83.8809498
936,08053 001020,4201 REED CIR,4/13/23,"$343,200.00 ",Qualified,FM,0.49,Residential,1950,1776,$193.24 ,34.2359579,-83.8905543
937,01084 004055,1465 NE KENSINGTON PL,4/13/23,"$333,800.00 ",Qualified,FM,0.47,Residential,2001,2558,$130.49 ,34.3258568,-83.8175292
938,11031A000013,5334 MOUNT VERNON PRESERVE CT,4/13/23,"$1,175,000.00 ",Qualified,FM,7.65,Residential,2017,3707,$316.97 ,34.4438145,-83.8635585
939,08042A000521,4571 RUTLEDGE DR,4/13/23,"$314,990.00 ",Qualified,FM,0.06,Residential,2022,1800,$174.99 ,34.242481,-83.891974
940,08021 001516,3667 SW MAJESTIC OAK DR,4/13/23,"$590,000.00 ",Qualified,FM,0.17,Residential,2016,1743,$338.50 ,34.2800268,-83.8975084
941,15048D000024,6441 RIVER HILL DR,4/13/23,"$255,000.00 ",Qualified,FM,1.09,Residential,1995,1010,$252.48 ,34.1268824,-83.8949007
942,08042A000522,4575 RUTLEDGE DR,4/13/23,"$309,990.00 ",Qualified,FM,0.06,Residential,2022,1788,$173.37 ,34.242469,-83.891807
943,08024 005238,4386 SW CLUBSIDE DR,4/12/23,"$470,000.00 ",Qualified,FM,0.18,Residential,2016,2958,$158.89 ,34.2530227,-83.8722878
944,08081 003012,5420 DOGWOOD LN,4/12/23,"$280,000.00 ",Qualified,FM,1.08,Residential,1965,1592,$175.88 ,34.2625535,-83.9409853
945,01025 008011,649 NW RIDGEWOOD AVE,4/12/23,"$375,000.00 ",Qualified,FM,0.21,Residential,1938,1554,$241.31 ,34.3044601,-83.8346035
946,08033 000103,3490 MONTGOMERY DR,4/12/23,"$305,000.00 ",Qualified,FM,0.59,Residential,1986,1269,$240.35 ,34.2678968,-83.8909683
947,08042B000063,4609 SW BLUE IRIS WAY,4/12/23,"$285,000.00 ",Qualified,FM,0.03,Residential,2006,1844,$154.56 ,34.2469785,-83.8946094
948,10115 000091,3713 INDIAN SPRINGS RD,4/12/23,"$319,000.00 ",Qualified,FM,0.49,Residential,1976,1802,$177.03 ,34.3735225,-83.8651322
949,12040 000030,6032 CREEKSIDE VIEW LN,4/12/23,"$420,000.00 ",Qualified,FM,1.11,Residential,2021,2115,$198.58 ,34.476154,-83.7934673
950,08042A000533,4579 RUTLEDGE DR,4/12/23,"$314,990.00 ",Qualified,FM,0.06,Residential,2022,684,$460.51 ,34.242472,-83.8917139
951,08042A000393,5405 SYCAMORE CT,4/12/23,"$304,000.00 ",Qualified,FM,0.12,Residential,2016,1556,$195.37 ,34.2461278,-83.8891617
952,15042 000526,7098 BRANCH CREEK CV,4/11/23,"$499,990.00 ",Qualified,FM,0.22,Residential,2022,2920,$171.23 ,34.136429,-83.889583
953,08075 002113A,5302 ASTER PL,4/11/23,"$370,000.00 ",Qualified,FM,0.1,Residential,2020,2060,$179.61 ,34.2210431,-83.9064029
954,12041 000045,5649 BRADLEY LN,4/11/23,"$137,000.00 ",Qualified,FM,0.42,Residential,1981,1091,$125.57 ,34.4602724,-83.791643
955,08101 003004A,5065 WOFFORD MILL RD,4/11/23,"$37,500.00 ",Qualified,FM,1.8,Residential,1981,1430,$26.22 ,34.2213398,-83.9281299
956,08024 006249,4507 SW CEDAR OAK CT,4/11/23,"$449,990.00 ",Qualified,FM,0.17,Residential,2022,2594,$173.47 ,34.2543846,-83.8684658
957,15018 000076,4359 HIGHSMITH RD,4/11/23,"$373,000.00 ",Qualified,FM,2.6,Residential,1989,2416,$154.39 ,34.3294506,-83.7351666
958,08064 000050,5649 HIGH HARBOR CT,4/11/23,"$638,500.00 ",Qualified,FM,0.49,Residential,1986,3763,$169.68 ,34.2439381,-83.9127383
959,10105 004018,3663 GARDEN BLVD,4/11/23,"$290,000.00 ",Qualified,FM,0.46,Residential,1996,960,$302.08 ,34.3676657,-83.872379
960,08061 000058,4936 HABERSHAM WALK,4/11/23,"$450,000.00 ",Qualified,FM,0.69,Residential,2020,1958,$229.83 ,34.2726491,-83.9296399
961,08026 000026,2712 SW VALLEY GREEN DR,4/11/23,"$260,000.00 ",Qualified,FM,0.1,Residential,2004,1380,$188.41 ,34.242027,-83.8537944
962,09120 000081,3151 DOCKSIDE DR,4/11/23,"$765,000.00 ",Qualified,FM,1.47,Residential,1993,2039,$375.18 ,34.340373,-83.794043
963,08065 000003RR,5063 PLEASANT VIEW CIR,4/11/23,"$75,000.00 ",Qualified,FM,0.46,Residential,1970,1431,$52.41 ,34.2435433,-83.908269
964,08024 005479,4581 SW CYPRESS PARK DR,4/11/23,"$352,585.00 ",Qualified,FM,0.06,Residential,2022,1888,$186.75 ,34.2483209,-83.862479
965,11033 000021,6003 TROJAN DR,4/10/23,"$465,000.00 ",Qualified,FM,1.83,Residential,2018,2392,$194.40 ,34.426254,-83.863305
966,01040 004016C,504 NW BRADFORD ST,4/10/23,"$368,000.00 ",Qualified,FM,0.04,Residential,1981,1522,$241.79 ,34.3044945,-83.8298801
967,01084 001042,2691 NE LIMESTONE CREEK DR,4/10/23,"$459,850.00 ",Qualified,FM,0.23,Residential,2022,2160,$212.89 ,34.3254664,-83.808951
968,15039K000122,6246 IVY STONE WAY,4/10/23,"$412,000.00 ",Qualified,FM,0.13,Residential,2008,1538,$267.88 ,34.1274213,-83.8457894
969,08076 002135,5243 JAY CREEK,4/10/23,"$407,000.00 ",Qualified,FM,1.18,Residential,1990,2227,$182.76 ,34.2310882,-83.9135659
970,15030 002009,2675 MARLETTE RD,4/10/23,"$149,900.00 ",Qualified,FM,0.32,Residential,0,0,$0.00 ,34.2229018,-83.8121426
971,10017 000028,6466 SPINDRIFT CT,4/10/23,"$1,287,500.00 ",Qualified,FM,0.61,Residential,2006,5806,$221.75 ,34.3470226,-83.965207
972,08021 001455,3751 SW GOLDEN LEAF PT,4/10/23,"$467,500.00 ",Qualified,FM,0.2,Residential,2015,2390,$195.61 ,34.2786699,-83.8954388
973,10074 000017,4302 OLD PRINCETON RDG,4/10/23,"$360,000.00 ",Qualified,FM,0.59,Residential,2003,2109,$170.70 ,34.3684021,-83.9001159
974,10036 000001A,6349 J F JAY RD,4/10/23,"$3,333,000.00 ",Qualified,FM,6.5,Residential,1980,8867,$375.89 ,34.3415055,-83.9427111
975,08141 005007,6567 TAHITI WAY,4/10/23,"$326,000.00 ",Qualified,FM,0.45,Residential,2008,2408,$135.38 ,34.1835955,-83.9525334
976,08024 005408,4348 SW BIRCH MEADOW TRL,4/7/23,"$455,000.00 ",Qualified,FM,0.18,Residential,2020,3292,$138.21 ,34.2487449,-83.871095
977,08021 001293,3531 SW LOCUST COVE RD,4/7/23,"$871,000.00 ",Qualified,FM,0.23,Residential,2014,3028,$287.65 ,34.2865427,-83.8937831
978,09124 000240,3775 NE SHADES VALLEY LN,4/7/23,"$310,000.00 ",Qualified,FM,0.05,Residential,2019,1506,$205.84 ,34.3288756,-83.7977584
979,08111 003108,5734 TURNSTONE TRL,4/7/23,"$380,000.00 ",Qualified,FM,0.11,Residential,2021,1997,$190.29 ,34.1945255,-83.9319358
980,10098 000074,3723 WOODLANE RD,4/7/23,"$317,500.00 ",Qualified,FM,1.17,Residential,1993,1612,$196.96 ,34.3683691,-83.8786726
981,10071 000076,2719 OLD DAWSONVILLE HWY,4/7/23,"$225,000.00 ",Qualified,FM,0.2,Residential,1973,1420,$158.45 ,34.34124147,-83.90783391
982,08053 004078,5117 FOX DEN RD,4/7/23,"$288,000.00 ",Qualified,FM,0.06,Residential,2022,1866,$154.34 ,34.2332937,-83.8945778
983,01119 006021,223 SW TOWER COMMONS RD,4/7/23,"$260,000.00 ",Qualified,FM,0.01,Residential,2005,1602,$162.30 ,34.2918679,-83.8402871
984,1.50E+30,4836 HUNT CLUB DR,4/7/23,"$354,000.00 ",Qualified,FM,0.73,Residential,1996,1854,$190.94 ,34.1691374,-83.8895608
985,01070 003103,1007 NW HOLLY DR,4/6/23,"$324,000.00 ",Qualified,FM,0.19,Residential,2004,1108,$292.42 ,34.3132849,-83.8343342
986,15009 000034B,3858 LAZY FALLS RD,4/6/23,"$247,000.00 ",Qualified,FM,2.05,Residential,1970,1944,$127.06 ,34.3137594,-83.7063591
987,15047 000918,6902 TRAILING IVY WAY,4/6/23,"$395,000.00 ",Qualified,FM,0.18,Residential,2014,2317,$170.48 ,34.1524539,-83.8988328
988,15047 002266,6900 RIVER ROCK DR,4/6/23,"$421,717.00 ",Qualified,FM,0.15,Residential,2022,1417,$297.61 ,34.148736,-83.910406
989,15047Q000026,6602 TRAILBLAZER RD,4/6/23,"$400,000.00 ",Qualified,FM,0.12,Residential,2019,2482,$161.16 ,34.1546825,-83.9001159
990,08054 004208,4970 HILLSTONE DR,4/6/23,"$330,595.00 ",Qualified,FM,0.09,Residential,2022,1564,$211.38 ,34.2444342,-83.8940598
991,15036G000006,4211 CREEK WATER XING,4/6/23,"$578,000.00 ",Qualified,FM,1.14,Residential,2003,2646,$218.44 ,34.2031226,-83.8490206
992,15039K000025,6176 LONGLEAF DR,4/6/23,"$369,000.00 ",Qualified,FM,0.05,Residential,2007,1512,$244.05 ,34.1277008,-83.8446983
993,15037H000094,4518 KNIGHTSBRIDGE RD,4/6/23,"$625,000.00 ",Qualified,FM,0.62,Residential,2001,3213,$194.52 ,34.1996622,-83.8417089
994,15039 000827,6021 WHITE SYCAMORE PL,4/5/23,"$482,480.00 ",Qualified,FM,0.21,Residential,2022,3308,$145.85 ,34.1291343,-83.8409263
995,15044 000152,4556 DEER CREEK CT,4/5/23,"$1,250,700.00 ",Qualified,FM,1.49,Residential,2022,4828,$259.05 ,34.187168,-83.876747
996,09125 000047,123 CLARKS BRIDGE RD,4/5/23,"$308,500.00 ",Qualified,FM,1.86,Residential,1938,1232,$250.41 ,34.3341267,-83.8069717
997,15042 000288,5918 MOUNTAIN LAUREL WALK,4/5/23,"$576,000.00 ",Qualified,FM,0.95,Residential,2017,3174,$181.47 ,34.134151,-83.867792
998,10062 000004,3177 SPRINGDALE FORREST CIR,4/5/23,"$430,000.00 ",Qualified,FM,3.63,Residential,1985,1572,$273.54 ,34.3176984,-83.9118279
999,10154B000011,4013 SENECA VLY,4/5/23,"$350,000.00 ",Qualified,FM,1.04,Residential,1995,1674,$209.08 ,34.3895043,-83.7923686
1000,08021 001221,3365 SW SWEET PLUM TRCE,4/5/23,"$495,000.00 ",Qualified,FM,0.18,Residential,2012,1870,$264.71 ,34.28316,-83.8909683
1001,10072 004014,2952 LULLWATER TRL,4/5/23,"$600,000.00 ",Qualified,FM,0.47,Residential,1983,1788,$335.57 ,34.3435727,-83.909883
1002,01073 004024,1388 NW NORTH ENOTA AVE,4/4/23,"$275,000.00 ",Qualified,FM,0.36,Residential,1950,1083,$253.92 ,34.318532,-83.8368408
1003,08053 004093,5205 FOX DEN RD,4/4/23,"$329,900.00 ",Qualified,FM,0.06,Residential,2022,2005,$164.54 ,34.2332937,-83.8945778
1004,08042A000210,5207 TIMBER HILLS DR,4/4/23,"$276,000.00 ",Qualified,FM,0.14,Residential,2006,1412,$195.47 ,34.2448529,-83.890489
1005,10058A000023,4480 HILL GATE CT,4/4/23,"$550,000.00 ",Qualified,FM,0.82,Residential,2005,3811,$144.32 ,34.3564961,-83.9204346
1006,08168 000055D,3269 SHORELAND DR,4/4/23,"$975,000.00 ",Qualified,FM,1.52,Residential,2023,3836,$254.17 ,34.155437,-83.98088
1007,11085 000026A,5984 BARK CAMP RD,4/4/23,"$300,000.00 ",Qualified,FM,0.69,Residential,2022,1176,$255.10 ,34.3964619,-83.9149668
1008,01091 001007A,1660 NE WALKER ST,4/4/23,"$399,500.00 ",Qualified,FM,0.59,Residential,1950,2068,$193.18 ,34.32568543,-83.83337123
1009,08052 002025C,4134 SHAWNEE DR,4/3/23,"$259,900.00 ",Qualified,FM,0.64,Residential,1976,1381,$188.20 ,34.2275655,-83.8914236
1010,15037G000123,4639 BARRINGTON GRN,4/3/23,"$565,000.00 ",Qualified,FM,0.64,Residential,2000,3680,$153.53 ,34.1986742,-83.8565385
1011,15039F000128,5832 RIVERMOORE DR,4/3/23,"$450,000.00 ",Qualified,FM,0.16,Residential,2018,2724,$165.20 ,34.1279669,-83.8273108
1012,15041 000482,5193 MORRELL RD,4/3/23,"$569,225.00 ",Qualified,FM,0.16,Residential,2023,2096,$271.58 ,34.101086,-83.863662
,01097 005004,102 NW SPRINGVIEW DR,2/21/23,"$310,000.00 ",Qualified,FM,0.47,Commercial,1955,1440,$0.00 ,34.33040173,-83.84010057
1042,01005 006004,104 SW MAIN ST,4/21/23,"$1,225,000.00 ",Qualified,FM,0.18,Commercial,1900,5670,$0.00 ,34.2990528,-83.8276423
1033,01005 001010,108 NW WASHINGTON ST,5/31/23,"$950,000.00 ",Qualified,FM,0.12,Commercial,1900,4902,$0.00 ,34.2997747,-83.8273521
1040,07299 001034,1105 PARKWAY INDUSTRIAL PARK DR,4/27/23,"$1,210,000.00 ",Qualified,FM,2.15,Industrial,2001,5100,$0.00 ,34.1416728,-83.9818977
1031,01004 002007,112 NE BRADFORD ST,6/8/23,"$400,000.00 ",Qualified,FM,0.03,Commercial,1936,1360,$0.00 ,34.3002666,-83.826855
,15031 000097,1563 CALVARY CHURCH RD,2/17/23,"$880,000.00 ",Qualified,FM,12.75,Industrial,1993,9600,$0.00 ,34.25086298,-83.81525337
1047,00133A003003,1652 SW ATLANTA HWY,3/30/23,"$1,300,000.00 ",Qualified,FM,0.93,Commercial,2004,9129,$0.00 ,34.267224,-83.841626
,15031 000024,1742 CANDLER RD,2/1/23,"$630,000.00 ",Qualified,FM,1.52,Commercial,1998,6000,$0.00 ,34.24451945,-83.80269828
1044,08008 000054,1774 SW ATLANTA HWY,4/13/23,"$1,700,000.00 ",Qualified,FM,0.44,Commercial,2001,4400,$0.00 ,34.2638813,-83.8436309
1035,15032E003001D,1819 SE ATHENS ST,5/25/23,"$240,000.00 ",Qualified,FM,0.63,Commercial,2008,1640,$0.00 ,34.2853538,-83.7950163
1014,00097 005007A,1859 NW THOMPSON BRIDGE RD,7/25/23,"$350,000.00 ",Qualified,FM,0.36,Commercial,1949,2760,$0.00 ,34.3313128,-83.8409424
1038,08013 002050,2312 CENTENNIAL CIR,5/3/23,"$2,850,000.00 ",Qualified,FM,2.44,Industrial,1993,24180,$0.00 ,34.2601216,-83.8636915
1019,08007 003016,2340 MURPHY BLVD,6/30/23,"$995,000.00 ",Qualified,FM,1.98,Industrial,1972,4500,$0.00 ,34.2741525,-83.8556272
1015,01026 001027,236 NW WEST AVE,7/24/23,"$299,000.00 ",Qualified,FM,0.34,Commercial,1950,1505,$0.00 ,34.2955038,-83.8330903
1013,09111 000005,2731 NE WHITE SULPHUR RD,8/4/23,"$6,200,000.00 ",Qualified,FM,9.53,Industrial,2001,4000,$0.00 ,34.3446405,-83.7784981
1024,08027 000003A,2814 FRONTAGE RD,6/27/23,"$650,000.00 ",Qualified,FM,0.98,Commercial,1985,3660,$0.00 ,34.2344417,-83.8588484
1017,01026 001020A,314 NW WEST AVE,7/7/23,"$1,136,360.00 ",Qualified,FM,0.83,Commercial,1981,4296,$0.00 ,34.2955038,-83.8330903
1025,15044C000079,3603 VALLEY CREEK DR,6/27/23,"$1,150,000.00 ",Qualified,FM,0.82,Commercial,2022,0,$0.00 ,34.208698,-83.8574
1037,15036B000016,3709 WINDER HWY,5/15/23,"$240,000.00 ",Qualified,FM,0.66,Commercial,1950,1128,$0.00 ,34.2064437,-83.8556787
1048,08028 000002E,3723 ROBINSON DR,3/21/23,"$350,000.00 ",Qualified,FM,0.43,Commercial,1965,3521,$0.00 ,34.2308263,-83.8678158
1023,00128 003008,400 HIGHLAND TER,6/27/23,"$1,500,000.00 ",Qualified,FM,1.56,Industrial,1965,17589,$0.00 ,34.2822674,-83.8424091
1045,08069 001023,4147 INDUSTRY WAY,4/11/23,"$1,300,000.00 ",Qualified,FM,1.01,Industrial,2020,10000,$0.00 ,34.2093495,-83.8917314
,08074 000027,4507 M STRINGER RD,2/10/23,"$1,700,000.00 ",Qualified,FM,1.5,Industrial,2022,12261,$0.00 ,34.21047144,-83.90668719
1041,08053 004014,5043 MCEVER RD,4/25/23,"$450,000.00 ",Qualified,FM,0.6,Commercial,1988,1100,$0.00 ,34.2335745,-83.8965564
,01012 002001,505 SW JESSE JEWELL PKWY,3/1/23,"$825,000.00 ",Qualified,FM,0.32,Commercial,1995,1088,$0.00 ,34.29531025,-83.82864004
,01031 002001,512 SW MORENO ST,3/13/23,"$800,000.00 ",Qualified,FM,2.49,Industrial,1958,1500,$0.00 ,34.28809345,-83.81952437
1036,08171 000010,5282 PALMERO CT,5/23/23,"$212,558.00 ",Qualified,FM,0.81,Industrial,2007,18000,$0.00 ,34.132189,-83.9612997
1028,12031 002011,5289 CLEVELAND HWY,5/16/23,"$375,000.00 ",Qualified,FM,0.89,Commercial,1998,2469,$0.00 ,34.4501206,-83.8041633
1029,12031 002011,5289 CLEVELAND HWY,6/13/23,"$400,000.00 ",Qualified,FM,0.89,Commercial,1998,2469,$0.00 ,34.4501206,-83.8041633
1030,12031 002012,5297 CLEVELAND HWY,6/9/23,"$365,000.00 ",Qualified,FM,1.02,Commercial,1988,2098,$0.00 ,34.4509378,-83.8036866
